Skill 1	Skill 2	Weight
Oral Comprehension	Documenting/Recording Information	0.630372
Oral Comprehension	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.196262
Oral Comprehension	Establishing and Maintaining Interpersonal Relationships	0.753894
Oral Comprehension	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.442073
Oral Comprehension	Evaluating Information to Determine Compliance with Standards	0.544073
Oral Comprehension	Getting Information	0.748447
Oral Comprehension	Guiding, Directing, and Motivating Subordinates	0.461059
Oral Comprehension	Handling and Moving Objects	0.276056
Oral Comprehension	Identifying Objects, Actions, and Events	0.647059
Oral Comprehension	Inspecting Equipment, Structures, or Material	0.255435
Oral Comprehension	Interacting With Computers	0.680597
Oral Comprehension	Interpreting the Meaning of Information for Others	0.666667
Oral Comprehension	Judging the Qualities of Things, Services, or People	0.591463
Oral Comprehension	Making Decisions and Solving Problems	0.613707
Oral Comprehension	Monitor Processes, Materials, or Surroundings	0.445455
Oral Comprehension	Monitoring and Controlling Resources	0.423676
Oral Comprehension	Operating Vehicles, Mechanized Devices, or Equipment	0.146417
Oral Comprehension	Organizing, Planning, and Prioritizing Work	0.694704
Oral Comprehension	Performing Administrative Activities	0.626168
Oral Comprehension	Performing General Physical Activities	0.266854
Oral Comprehension	Performing for or Working Directly with the Public	0.612245
Oral Comprehension	Processing Information	0.660436
Oral Comprehension	Provide Consultation and Advice to Others	0.538941
Oral Comprehension	Repairing and Maintaining Electronic Equipment	0.208723
Oral Comprehension	Repairing and Maintaining Mechanical Equipment	0.124611
Oral Comprehension	Resolving Conflicts and Negotiating with Others	0.613707
Oral Comprehension	Scheduling Work and Activities	0.582043
Oral Comprehension	Selling or Influencing Others	0.523364
Oral Comprehension	Staffing Organizational Units	0.470405
Oral Comprehension	Thinking Creatively	0.588785
Oral Comprehension	Training and Teaching Others	0.545171
Oral Comprehension	Updating and Using Relevant Knowledge	0.702786
Oral Expression	Originality	0.747692
Oral Expression	Perceptual Speed	0.433048
Oral Expression	Peripheral Vision	0.141538
Oral Expression	Problem Sensitivity	0.741538
Oral Expression	Rate Control	0.141538
Oral Expression	Reaction Time	0.180233
Oral Expression	Response Orientation	0.178363
Oral Expression	Selective Attention	0.485207
Oral Expression	Sound Localization	0.141538
Oral Expression	Spatial Orientation	0.172308
Oral Expression	Speech Clarity	0.818462
Oral Expression	Speech Recognition	0.772308
Oral Expression	Speed of Closure	0.598820
Oral Expression	Speed of Limb Movement	0.241379
Oral Expression	Stamina	0.270718
Oral Expression	Static Strength	0.245902
Oral Expression	Time Sharing	0.533923
Oral Expression	Trunk Strength	0.305630
Oral Expression	Visual Color Discrimination	0.325648
Oral Expression	Visualization	0.294643
Oral Expression	Wrist-Finger Speed	0.203540
Oral Expression	Written Comprehension	0.822630
Oral Expression	Written Expression	0.824615
Oral Expression	Administration and Management	0.619335
Oral Expression	Biology	0.298462
Oral Expression	Building and Construction	0.126154
Oral Expression	Chemistry	0.276923
Oral Expression	Clerical	0.667692
Oral Expression	Communications and Media	0.704615
Oral Expression	Computers and Electronics	0.687688
Oral Expression	Customer and Personal Service	0.656160
Oral Expression	Design	0.218462
Oral Expression	Economics and Accounting	0.501538
Oral Expression	Education and Training	0.532308
Oral Expression	Engineering and Technology	0.196923
Oral Expression	English Language	0.793846
Oral Expression	Fine Arts	0.323077
Oral Expression	Food Production	0.276923
Oral Expression	Foreign Language	0.578462
Oral Expression	Geography	0.446154
Oral Expression	History and Archeology	0.418462
Oral Expression	Law and Government	0.563077
Oral Expression	Mathematical Reasoning	0.544615
Oral Expression	Mechanical	0.150769
Oral Expression	Medicine and Dentistry	0.320000
Oral Expression	Personnel and Human Resources	0.550769
Oral Expression	Philosophy and Theology	0.510769
Oral Expression	Physics	0.206154
Oral Expression	Production and Processing	0.270769
Oral Expression	Psychology	0.584615
Oral Expression	Public Safety and Security	0.362805
Oral Expression	Sales and Marketing	0.553846
Oral Expression	Sociology and Anthropology	0.523077
Oral Expression	Telecommunications	0.406154
Oral Expression	Therapy and Counseling	0.415385
Oral Expression	Transportation	0.295385
Oral Expression	Analyzing Data or Information	0.618462
Oral Expression	Assisting and Caring for Others	0.523077
Oral Expression	Coaching and Developing Others	0.566154
Oral Expression	Communicating with Persons Outside Organization	0.722063
Oral Expression	Communicating with Supervisors, Peers, or Subordinates	0.766154
Oral Expression	Controlling Machines and Processes	0.138462
Oral Expression	Coordinating the Work and Activities of Others	0.585586
Oral Expression	Developing Objectives and Strategies	0.587692
Oral Expression	Developing and Building Teams	0.578462
Oral Expression	Documenting/Recording Information	0.650430
Oral Expression	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.160000
Oral Expression	Establishing and Maintaining Interpersonal Relationships	0.784615
Oral Expression	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.408537
Oral Expression	Evaluating Information to Determine Compliance with Standards	0.550152
Oral Expression	Getting Information	0.766154
Oral Expression	Guiding, Directing, and Motivating Subordinates	0.501538
Oral Expression	Handling and Moving Objects	0.259155
Oral Expression	Identifying Objects, Actions, and Events	0.664615
Oral Expression	Inspecting Equipment, Structures, or Material	0.222826
Oral Expression	Interacting With Computers	0.683582
Oral Expression	Interpreting the Meaning of Information for Others	0.664615
Oral Expression	Judging the Qualities of Things, Services, or People	0.603659
Oral Expression	Making Decisions and Solving Problems	0.640000
Oral Expression	Monitor Processes, Materials, or Surroundings	0.454545
Oral Expression	Monitoring and Controlling Resources	0.452308
Oral Expression	Operating Vehicles, Mechanized Devices, or Equipment	0.135385
Oral Expression	Organizing, Planning, and Prioritizing Work	0.704615
Oral Expression	Performing Administrative Activities	0.667692
Oral Expression	Performing General Physical Activities	0.261236
Oral Expression	Performing for or Working Directly with the Public	0.655977
Oral Expression	Processing Information	0.670769
Oral Expression	Provide Consultation and Advice to Others	0.566154
Oral Expression	Repairing and Maintaining Electronic Equipment	0.196923
Oral Expression	Repairing and Maintaining Mechanical Equipment	0.104615
Oral Expression	Resolving Conflicts and Negotiating with Others	0.649231
Oral Expression	Scheduling Work and Activities	0.624615
Oral Expression	Selling or Influencing Others	0.550769
Oral Expression	Staffing Organizational Units	0.492308
Oral Expression	Thinking Creatively	0.600000
Oral Expression	Training and Teaching Others	0.547692
Oral Expression	Updating and Using Relevant Knowledge	0.704615
Originality	Perceptual Speed	0.344729
Originality	Peripheral Vision	0.141509
Originality	Problem Sensitivity	0.603125
Originality	Rate Control	0.139752
Originality	Reaction Time	0.165698
Originality	Response Orientation	0.163743
Originality	Selective Attention	0.366864
Originality	Sound Localization	0.144654
Originality	Spatial Orientation	0.182390
Originality	Speech Clarity	0.679245
Originality	Speech Recognition	0.625786
Originality	Speed of Closure	0.584071
Originality	Speed of Limb Movement	0.158046
Originality	Stamina	0.193370
Originality	Static Strength	0.196721
Originality	Time Sharing	0.424779
Originality	Trunk Strength	0.222520
Originality	Visual Color Discrimination	0.296830
Originality	Visualization	0.357143
Originality	Wrist-Finger Speed	0.179941
Originality	Written Comprehension	0.746177
Originality	Written Expression	0.805643
Originality	Administration and Management	0.673716
Originality	Biology	0.317610
Originality	Building and Construction	0.213836
Originality	Chemistry	0.301887
Originality	Clerical	0.688679
Originality	Communications and Media	0.729560
Originality	Computers and Electronics	0.696697
Originality	Customer and Personal Service	0.590258
Originality	Design	0.339623
Originality	Economics and Accounting	0.547170
Originality	Education and Training	0.575472
Originality	Engineering and Technology	0.298742
Originality	English Language	0.746082
Originality	Fine Arts	0.405660
Originality	Food Production	0.267296
Originality	Foreign Language	0.540881
Originality	Geography	0.490566
Originality	History and Archeology	0.500000
Originality	Law and Government	0.569182
Originality	Mathematical Reasoning	0.581761
Originality	Mechanical	0.201258
Originality	Medicine and Dentistry	0.301887
Originality	Personnel and Human Resources	0.610063
Originality	Philosophy and Theology	0.525157
Originality	Physics	0.283019
Originality	Production and Processing	0.317610
Originality	Psychology	0.578616
Originality	Public Safety and Security	0.320122
Originality	Sales and Marketing	0.597484
Originality	Sociology and Anthropology	0.537736
Originality	Telecommunications	0.408805
Originality	Therapy and Counseling	0.396226
Originality	Transportation	0.264151
Originality	Analyzing Data or Information	0.644654
Originality	Assisting and Caring for Others	0.446541
Originality	Coaching and Developing Others	0.610063
Originality	Communicating with Persons Outside Organization	0.724928
Originality	Communicating with Supervisors, Peers, or Subordinates	0.692790
Originality	Controlling Machines and Processes	0.138365
Originality	Coordinating the Work and Activities of Others	0.588589
Originality	Developing Objectives and Strategies	0.707547
Originality	Developing and Building Teams	0.623053
Originality	Documenting/Recording Information	0.621777
Originality	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.295597
Originality	Establishing and Maintaining Interpersonal Relationships	0.685535
Originality	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.423780
Originality	Evaluating Information to Determine Compliance with Standards	0.522796
Originality	Getting Information	0.689441
Originality	Guiding, Directing, and Motivating Subordinates	0.591195
Originality	Handling and Moving Objects	0.197183
Originality	Identifying Objects, Actions, and Events	0.566563
Originality	Inspecting Equipment, Structures, or Material	0.214674
Originality	Interacting With Computers	0.707463
Originality	Interpreting the Meaning of Information for Others	0.676101
Originality	Judging the Qualities of Things, Services, or People	0.594512
Originality	Making Decisions and Solving Problems	0.669811
Originality	Monitor Processes, Materials, or Surroundings	0.351515
Originality	Monitoring and Controlling Resources	0.562893
Originality	Operating Vehicles, Mechanized Devices, or Equipment	0.103774
Originality	Organizing, Planning, and Prioritizing Work	0.767296
Originality	Performing Administrative Activities	0.698113
Originality	Performing General Physical Activities	0.191011
Originality	Performing for or Working Directly with the Public	0.586006
Originality	Processing Information	0.635220
Originality	Provide Consultation and Advice to Others	0.676101
Originality	Repairing and Maintaining Electronic Equipment	0.216981
Originality	Repairing and Maintaining Mechanical Equipment	0.144654
Originality	Resolving Conflicts and Negotiating with Others	0.638365
Originality	Scheduling Work and Activities	0.708978
Originality	Selling or Influencing Others	0.603774
Originality	Staffing Organizational Units	0.562893
Originality	Thinking Creatively	0.745283
Originality	Training and Teaching Others	0.559748
Originality	Updating and Using Relevant Knowledge	0.668731
Perceptual Speed	Peripheral Vision	0.481481
Perceptual Speed	Problem Sensitivity	0.504274
Perceptual Speed	Rate Control	0.635328
Perceptual Speed	Reaction Time	0.669516
